"species","model","cv","COR","ROC","PRG"
"awt10","MaxEnt-spatial-tuned","spatial",0.169164349947607,0.598780688746086,0.199447639931574
"awt10","MaxEnt-tuned","random",0.277681034387861,0.671486241555445,0.389018532324259
"awt10","Ranger","spatial",0.228563771438876,0.618347338935573,0.173193989074041
"awt10","Ranger","random",0.252605627226281,0.64569945625309,0.315611444096583
"awt10","RF","spatial",0.234826127735046,0.621622178283076,0.191134068880105
"awt10","RF","random",0.281752686740035,0.670147470753007,0.444933882716936
"awt10","SVM","spatial",0.191137881157207,0.626132806063605,0.269136659640314
"awt10","SVM","random",0.277118620940236,0.673545888943812,0.433913228903062
"awt11","BRT","spatial",0.0115359118164089,0.517995765702185,-0.161942712449603
"awt11","BRT","random",0.0587851631466315,0.559397788755587,0.5760665197544
"awt11","Ensemble","spatial",0.0363542085590156,0.547400611620795,-1.53006959373298
"awt11","Ensemble","random",0.0452801810703134,0.558927311220888,0.712255159649655
"awt11","GAM","spatial",0.0781047951983067,0.598682662902845,0.280078033768379
"awt11","GAM","random",0.0625983815436056,0.605504587155964,0.530279851299197
"awt11","GAM-unweighted","spatial",0.0608164017493505,0.59303693248647,-0.0117840616225743
"awt11","GAM-unweighted","random",0.0701521343349492,0.607151258527407,0.296657132386245
"awt11","GLM","spatial",0.0288901661079774,0.594565984474239,-0.115055422376141
"awt11","GLM","random",-0.0922101387147855,0.436132674664784,-0.600318254156797
"awt11","GLM-unweighted","spatial",0.0822370575730867,0.651611385556338,0.0583397552658887
"awt11","GLM-unweighted","random",0.0482930223837583,0.545636320865679,0.571238516887003
"awt11","Lasso","spatial",0.0685055772558699,0.629146083274522,0.386736052278583
"awt11","Lasso","random",0.0340539939410821,0.524347212420607,0.57062073575104
"awt11","MARS","spatial",0.0768725488065198,0.609738884968241,0.223712415411484
"awt11","MARS","random",0.0689174374810549,0.588332157139496,0.625693040621559
"awt11","MaxEnt","spatial",0.0261297860950436,0.533756763114562,-1.13018578461545
"awt11","MaxEnt","random",0.03760761774409,0.552340625735118,0.409298334052227
"awt11","MaxEnt-LQ","spatial",0.029850389135223,0.554693013408613,0.609532640127247
"awt11","MaxEnt-LQ","random",0.0329461495552402,0.550929193131026,0.289455771047426
"awt11","MaxEnt-noclamp","spatial",7.49222555073885e-05,0.505528111032698,-1.50390777105714
"awt11","MaxEnt-noclamp","random",0.03760761774409,0.552340625735118,0.409298334052227
"awt11","MaxEnt-tuned","spatial",0.0123225732398843,0.539402493530935,-0.762350401170507
"awt11","MaxEnt-spatial-tuned","spatial",0.0178077667305585,0.55916254998824,-0.354372317744919
"awt11","MaxEnt-tuned","random",0.0316410545758766,0.541754881204422,0.49149980280648
"awt11","Ranger","spatial",0.0436368588211691,0.559633027522934,-0.150351196015435
"awt11","Ranger","random",0.0593089565248378,0.570454010820981,-0.0448779353496549
"awt11","RF","spatial",-0.00593266481345715,0.504351917195953,-1.70343534024675
"awt11","RF","random",0.0420861916160294,0.554928252175957,0.515798545972106
"awt11","SVM","spatial",0.0103565386347256,0.520112914608325,0.295132328596229
"awt11","SVM","random",0.0888739382648471,0.636556104446011,0.517704065988149
"awt12","BRT","spatial",0.25591298359029,0.839409722222223,0.595249281492783
"awt12","BRT","random",0.222157781223386,0.783661265432099,0.476150862244274
"awt12","Ensemble","spatial",0.262495218550172,0.837577160493825,0.719088428947531
"awt12","Ensemble","random",0.261549833110316,0.840856481481481,0.831651101737516
"awt12","GAM","spatial",0.21005504482727,0.761188271604938,0.623566878190237
"awt12","GAM","random",0.285571775250764,0.855902777777778,0.891979975396855
"awt12","GAM-unweighted","spatial",0.0229785400821206,0.73070987654321,0.0671461649355685
"awt12","GAM-unweighted","random",0.23254386425239,0.838155864197531,0.503617616498384
"awt12","GLM","spatial",0.212543391578085,0.795138888888886,0.893549827903538
"awt12","GLM","random",0.192389281807235,0.76147762345679,0.648956994889588
"awt12","GLM-unweighted","spatial",0.0560802602316973,0.687307098765432,0.402659431731164
